mobile_names,title,body,Sentiment
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",don't get into trap.. seeing features which are worthless,"  it's slowest phone i have used from redmi (i used redmi 4,redmi 7a,redmi 8A dual, note 5pro). please avoid using this phone. i repent second day after purchase. Cons are so frustrating that amazon have now blocked giving direct reviews of this phone it seems. only genuine buyers can review it.pros:dual speaker, HD clarity on netflix n amazon primecons:1.camera takes literally 7secs to open (before installing extra apps on mobile itself),2.if u open netflix etc forget that it opens any other app without 10secs lag. so horrible i have never seen.3.third point is camera quality.. please don't buy seeing details on paper for this phone.4.memory management is so horrible that any app u open n switch to other app even for 3secs,it'll close old app i mean MIUI will literally kill ur apps so that you have to wait for double lag on ur screen.Last mobile I bought from xaiomi. it broke the real fans with this mobile basically.6.lastly, it doesn't have notification light which exists in 4year old phones from redmi series.verdict is.. just don't get into trap seeing details and numbers of this phone. it can't even handle basic functionalities without lag. maybe MIUI 12 is too bulky on this worthless piece.",Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Update contacts and camera quality in next miui,"  After 5 day using i write my review,Bettery performance very goodBut camera quality is very bed, i think 13mp camera is best, so i say mi to change camera quality and also change miui contact, old miui is better than now.",Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Don't buy this mobile,"  I seriously don't recoomend this mobile, it is having heating issues and Mobile performance is very very slow , the inspection check technician also experienced it however the Amazon is dragging me to provide refund , chasing them almost 2 weeks frm the date of purchase.DONT GO WITH REDMI ....!!!!!!!!!!",Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",BETTER DONT BUY THIS PHONE,  The performance of this mobile phone is very bad. Apps are loading very slowly and some apps like recoding etc are not seen or not updated. The display disappears frequently while making video calls. Hanging is a common issue. Even the caller number is not displaying some times. The camera also not good. Overall this model is not good and please don't buy it.,Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Overall a budget phone with lots of bloatware,"  Using this phone since a month and some of the key features are missing and facing other issues with MIUI12.Pros:  1)Good battery backup, but charging from 95% to 100% will take longer in the end.  2)Non-slippery and sturdy build quality  3)Comes with pre-applied screen guard which is still working fine.  4)Good sound qualityCons:  1)There is no Notification light, when you are charging there is no indication that it is even charging or fully charged.2) There is no notification light for any alerts which you receive, when you keep the phone for charging or when you receive any sms, missed calls, etc. You will have to unlock the phone and check the notifications.3) The camera quality is OK. You will have to learn how to use quad cameras properly via youtube videos.4) When you enable FingerPrint, Password lock, then Google backup stops working. This is major issue in this phone.5) The local MIUI backup for call history, sms history  doesn't work at all and it fails continuously. I showed it to the MI retailer shop and also to the customer care, even after 2 factory resets, this feature doesn't work. The only way to backup call history, sms history is via Google backup. But for google backup to work you have to disable Fingerprint lock. So, overall a bad backup experience in the current MIUI 12.0.6.06) Comes with lots of un-removable MIUI bloatware. I removed them manually via XDA tool on PC, apps like MiPay, MiCloud, Wellbeing, Mi Credit, Facebook, etc. A non-technical user or elders will have to live with all the bloatware of MIUI which shares your personal data with external applications by default. Better to watch some tips and tricks online and disable them.",Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Usless apps promotion and keep hanging,"  Worst than Nokia and Microsoft mobile. I am from sales background and pure need of mobile for calling and switching multiple apps. I have been using Samsung J7 Prime from 5 years and still that is going good. But today's generation boys make me feel my mobile is old and internet speed isn't great because of old device and neeneed to look for new mobile. And I asked to go for this redmi. I was 90% sure I will go with Samsung again but they made me to belive Redmi is better than Samsung.Now the story begin. It's absolutely scrap. Redmi might compete with anyone but they aren't great. My internet speed remain same as I use to have on years old Samsung. Samsung nevers hangs in 5 years, but this mobile hangs frequently. I m irked customer of Nokia which troubled me after 1 year use  but this mobile irk just after 20 days.Photo quality I beluve J7 5 year old mobile camera us equally good than this 48 mp camera.Connecting headphone is headache. I have 2-3 google meet a day, now I always connnect with Laptop as this mobile burn my fingure to connect hard or to stress hard to keep connecting headphones.The day received I have trouble but Amazon denied to replace or return back saying this mobile is perfectly ok just by installing a app on your mobile and fool you to belive mobile is ok. After hard argument they suggest to contact Redmi service center. On the name of Replacement it's trap. But it at your risk.Don't get trab of young generation promoting redmi to buy because only if camera. Choice is yours, you buy it's for calls or camera.Lastly this mobile keep on promoting to download all useless app like play rummi, moz, chat share many many more. It's already have plenty of useless and harmfull preloaded apps. I dosent understand is this Redmi owned by single management. Everday same usless apps are recommend to download again and again. It's junk box. Good buys to redmi forever and byby to Amazo  for never I will buy mobile on Amazon.",Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Good phone with bad and worst selfie camera,"  Bad news for selfie lovers, worst quality of front camera. It was not expected from MI. Phone is litil bulky because of 6000mh battery. Rest everything is good at this price range. Go for it if you are not a selfie lover.",Neutral
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Not as I expected,"  It seems like purchased a used mobile phone, looks wise its good but when it comes to camera then I gave 2 out of 10, the front camera is like useless, it remembers you a VGA type camera quality. Come to main camera, it's quality also not satisfying me. What my finding is, if you are going for this budget then go for Redmi Note 8, it far better than this one.....",Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Just go for it,  Great puchase.,Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Excellent Sound Quality,"  Excellent sound quality at this price range.Camera is average, no lag as expected, battery backup is also average at this price range.Overall value for money.",Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Received more than expected,"  Loved the phoneAwesome designCool looksNice cameras as wellBattery 🔋 is also goodSatisfied right nowI'm a xiomi lover and I was using redmi note 4 since 3 years 3 months and it was a good change with power, redmi 9 powerHighly recommend",Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Overall good phone in budget,"  I brought this on first sell 22 dec2020,Redmi 9 power is really powerful💪 Amazing Battery life minimum 2 daysBoth side speakers and I like the sound quality which is really grtCamera is also goodOverall phone is goodSpecially phone colour and slim Phone is fabulous.",Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",No second space in redmi 9 power,  निहायत ही घटिया  ।। रेडमी फोन पिछले 4 से 5 सालों से इस्तेमाल कर रहे पर रेडमी पावर  की ताजा खरीद ने निराश किया।।सेकंड स्पेस  का function  रेडमी 9 पावर में नही है।।सर्विस सेंटर व अमेजॉन दोनो के पास कोई जानकारी नही।।साउंड ।।डिस्प्ले।। भी एवरेज ।।,Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Not for power users,"  It's a good phone with horrible software. Here are some fixes.1. Ads - use Blockada to block all MIUI ads and trackers. This is free and does NOT require root. As a personal preference I also use the Nova Launcher to make the phone's UI look more polished and close to stock Android.2. Phone recording - This is an absolutely stupid inconvenience that Xiaomi shoved into their phones which nobody asked for. This phone uses Goggle Dialer meaning you can NOT discreetly record all your calls and the phone will play an alert saying This call is being recorded'. In my opinion, this is the worst thing about this phone because it is unfixable without rooting it. Every other xiaomi phone lets you use the miui dialer with the built-in discreet automatic call recorder. NOT THIS ONE. I hate this and hope xiaomi fixes this with a software update.3. Camera quality: It's not bad, it's actually pretty good for the price. But you can get way better photos by using the G-Cam APK. Google 'Gcam for Redmi 9 Power'. At the time of writing, the gcam port does not support video.Other annoying things that can't be fixed via software:1. Lack of LED light2. Imbalanced speakers. The bottom speaker is way more powerful than the top, this makes the stereo effect super annoying, even though a lot of paid YouTubers would have touted it as a feature. It gets annoying unless you're holing it in a way that amplifies the top speaker. This can be mitigated a little by messing with the equalizer, but that sounds like too much work unless you're willing to mess with it every time you plug in your headphones.3. My screen protector came pre-applied, but it was off-center. My eyes have gotten used to it, but that was a horrible first impression.4. It's made by a Chinese company.Positives:1. Nice bang-for the buck.2. Great in-hand feel3. Long-lasting battery4. Has IR blaster which is handy sometimesNeutrals1. The Redmi logo is big, but it's hardly visible. I can only see it under a specific light. Otherwise it's fine. I'd prefer if they were more classy about it along with being subtle.I can't recommend this phone to most people because of the voice recording / google dailer mess. Otherwise this would have been a good phone. I don't regret buying it, but it doesn't make me happy that i bought it.",Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Greatest budget smartphone around this price range.,"  What a phone!!!!!!Like amazing.Clean experience, no Bloatware.Camera quality is good.Biomaterics works too faster.If you charge your phon once 100% it will works for min. One and half days. 'm like woooo ....Great battery life i have ever seen.With Snapdragon 662 its works so smoothly.There is 6.53"" FHD+ ips display so multimedia experience is also good and sound quality is also Great.",Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Sd card bug,"  One major bug i found is after inserting sd card it shows 10 min laters after inserting .This is phone awesome very good phone in this price range but it is good for parents if you are buying for yourself then buy phone above ₹13,000Camara also good and battery also good.",Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Bad performance,  Overall I'm not satisfied with the product. Even if it have a good processor but the day to task is very laggy. I can't run some simple games like Candy Crush without lag. It hangs a lot. I have purchased the mobile for my mother but it's a disaster.Camera is also average even if it has a 48mp camera. Photo output is soft. It definitely require to improve the image processing.Only in the battery part it gives satisfactory results.Overall UI is also lagging a lot. Definitely not expected from Redmi to provide the product with so many problems.,Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Very fragile screen & DISAPPOINTED...!!!,  1) Purchased on 17th Jan 2021. But the screen has broken like car glass after a slight fall from my hand ( about 2 feet) !!2) Poor audio volume ( Ear piece ) during receiving or making call.... (Audio improved after the phone fell !!!!)3) I have been a mi & redmi phones user since 2004. and recommended these phones to atleast 1000 people....tBUT THIS TIME I AM DISAPPOINTED A LOT!!!,Neutral
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Think about processor,"  This is a bad phone for day to day life.I purchase 4/64 camera picture soft, very bad performance overall. Screen good. But overall processing system speed and quality is bad. Heating issue not found till date.",Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",It's heavy in weight however good product,"  You will always feel bulky. I find below cons1. Too bulky, specially I feel bulky because I moved from Iphone 6 to this phone. Please check weight and dimension if it suits.2. It has a protective film on-screen which is useless. U soon need a screen protector when u buy.3. Bluetooth is the worst. I keep on reconnecting with my Garmin watch. However, it was no that condition with my iPhone.4. Battery life is good. It is a type C charge but takes time to full charge. More than 2 hrs.5. The box has a transparent back cover.6. Photography is average. My iPhone 6 with 8 MP was similar of this 48 MP camera.",Neutral
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Touch is not working properly,"  I bought this mobile recently and i face lot of issues with the touch. Touch doesn't work properly when i have a call and wanted to lift the call. It this issue well known for this product or i was delivered a product with issue. I am unable to understand, now i wanted to contact the service center near to me to rectify this issue or the seller should buy back the product and provide with a new one if he delivered me an issued product. If this is the well known issue with this model then the company should do the same.",Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Nice mobile at this price.,"  I am writing this on behalf of my friend for whom I ordered it has he choose it for the purpose of kids to take their classes online.The battery life and screen quality are good.Some bloat ware in phone which is not required at all but Mi doe this in most of their mobiles.Build quality is a bit above average, but not excellent  which is fine for such budgeted mobiles.Speakers are adequately loud but again Mi compromised on the quality.May be some more features of this I add if I get more details from my friend who is actually using it.",Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Good Product with Reasonable Features,"  Bought this device to my mom and used this device for a week before writing this review.Personally I found this device is good.Hardware:--I found that the camera quality is not up to the mark, can't expect more in this price range.--Fast charging working good and takes around 1hr and 40 mins to charge from 0 to 100--Fingerprint sensor there is a small delay when compared to other mobile phones at this price range.--Battery is really good, though there are a few reviews mentioning that the battery isn't good, I didn't face much issues with it. It easy survived for more than 40 hours after using some basic apps like WhatsApp, YouTube, Prime Video and Spotify.Software:--The UI seems good, except some apps which keeps crashing every time. (Requires a software update to avoid that)--Experienced no Lag when switching between apps or while using apps.Over all this is a good device at this price range. Definitely not recommended if you use many apps and install heavy games, as many apps crash while using. Can gift it to parents who doesn't use many apps or can be used as a secondary mobile phone.",Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Bad,  Best phone bat....frent camera low.... picturesAnd charchg slow ....18w charge bad,Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",This product is suitable for non gamers and simple users who are new to smartphones,  This phone is for music lovers as the stereo speakers at this price gives good sound quality and battery life is good because of 6000 mah and software optimization is bad and if you want to improve it just update to miui 12.0.3,Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",U get what u pay..,  U get what u pay... Nothing less nothing more.. bought it as a standby phone.. so ok otherwise wud have been disappointed..,Neutral
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Best in this price range.  Go for it,  I am writing this review after a month.Just loved the phone man. I just can't believe that I got this phone at such a great price. 48 MP Quad cam setup is extremely powerful to get those crystal clear photos with sharp quality. 6000 mAh battery literally stays for 1-2 days even after extreme usage and 2-3 if we use only for calling and WhatsApp and with the 18W charger in the box is amazing as it just takes much less time compared to its battery lifespan. The speakers are much louder and sound like a home theater. The processor is awesome for gaming on medium graphics and good for high graphics for sometime. The gorilla glass is literally hard like a gorilla because I just mistakely dropped my phone 1-2 times from a human height without case and screen guard then too not a single scratch appeared. This display and screen is also too good.Conclusion -: If you want to buy a awesome phone with a decent and good gaming processor in budget then must go for it.,Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Late delivery,  Mobile is okBut taken too much delivery time.its taken almost 14 days.Need to process fast delivery,Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",feedback to buyer,  I would say redmi 9 power is a ok for the money but I yet to use much. Had a check on belowCharging- mobile is getting heatCamera- not aligned per specifications and it is normal performanceStorage- system itself taking almost 19GBApp - few apps are keep getting appear.  Not able to remove permanently though it is not in installed  play store appIdeally we can't expect 11k phone against 20k. So this is average phone for regular use,Neutral
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",मुद्दे की बात,  मुद्दे की बात फोन ख़तरनाक हैं देखने मे और चलने भी ठीक ठाक हैं मगर मुद्दे की बात ये है कि तुम उसे यूज केसे करने वाले हो अगर भाई तुमने पहले 6gb ram वाले फोन यूज़ किया होगा तो तुम इसे मत लेना क्यु की ये 4 gb ram सिर्फ देखने के लिए है मगर चलती है 2 gb जेसी और भाई कैमरा की तो बात ही मत करना साला आज फोटो निकालूँगा तो कल आउट पुट आएगा एसी हालत है और भाई जब कोई कॉल आती है तो वेट करना पड़ता कब डिस्प्ले पे नाम शो करेगा और भाई तुम लोग भी मेरी तरह mi के फेन हो तो इसमे तुम्हारा काम पूरा हो जाएगा तमाम क्यु की इसमे भी गूगल ने अपनी दे रखी है डायलर और मैसेज एप्प गूगल की जो काफी हैंग होके चलती है मेने तो खुद अपनी मरवा ली है तुम अपनी बचा लो क्यु की amazon रिटर्न लेने की जो बात कर्ता है ना 10 दिन मे ओ सच्चाई कुछ अलग h क्यु इनके जो इंस्पेक्ट करने आदमी आता है ओ आपकी बात सुनेगा ही नहीं कुछ भी करके आपको चिपका देगा इस लिए भाई लोग यूट्यूब पे रिव्यू देख के सैलरी बर्बाद होती है थोड़ा रुको किस से पूछो खुद अछि तरह से जान के खरीदी करो उम्मीद है कि आप लोग मेरा दर्द समज सकते हो जय हिंद जय भारत,Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Very bad,  Do not buy this phone bad qualityCamera very bad,Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Read my review  before  you buy.,"  I was so excited  when the phone arrived, but when I started to use the phone  it's all dispointing  ,the camera, the working  speed and the finger touch speed, everything  is worst. I'm really  unhappy  with the product.",Extremely Negative
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Awesome smartphone in this budget category,  First impression : Awesome.After charging the phone for the first day it lasted 2 days for normal usage without playing games.And the screen clarity is very great and it's really worth saying it as full HD.It's camera is normal and takes decent pics in outdoor and indoor . Not so great but it's really good for this money.Processing speed is good and taken care well and there is still scope for improvements in this aspect so that the phone could me more responsive and faster.There are minor lags that i observed during multiple apps usage and loading the mobile i with multiple processing.,Extremely Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",best mobile for the price tag (rs.8.9k on republic sale),  #switching from redmi note 4pros:1. nice headset audio2. low powered cpu = higher battery life3. comes with 22.5(max) watts charger even tho max this phone supports is 18 watts ... meaning charger wont burn up on long charges4.screen quality is as good as redmi note 9 pro(my mom's phone)5.stereo speakers ****6.my fav IR blaster with mi remote app7.side mounted finger print scanner avoids those stupid holes in back of phones*#MIUI#* i love how easy it is to load coustom roms n redmi phones... even if u destroy phone trying a wrong setting .. some how miui will save phone from bricking(modded my redmi note 4 with all kinds of costom roms )cons:1.finger print scanner is slow but face unlock is fast af2.not a good phone for gaming ... gives good fps but heats up alot within 5-7 mins of gaming3.stero speaker feel unbalanced ... the one on top is low... but i think u can adjust it in setting ...if are that audio tech ssavvy enough4.not good cameras tho... even tho it comes with 48mp camera the processor is not fast  enough to capture anything above 16mp and  video goes only to 1080@30fps and 720@30TLDR:good for multimedia consuptionbad for gaming ...unless u can watercool the mobile.. haha.. xDbad for photos (compared to redmi note 9 pro) but way good photos at this price rangerecommendations:if u can afford extra 2k go for redmi note 9 pro... not as this phone is bad but as its better value for money optioni am going to keep this as its better value to budget phone that has no issue with my use case(multimedia and phone calls only + better battery life),Positive
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor",Worst phone ever,  Worst CameraHeating Issues,Extremely Negative
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",DONT BUY THIS MOBILE .,  Don’t buy this product .Image quality is below average comparing with the specification. Useless camera.And there is NO RETURN POLICY and replacing with same mobile is big headache .DON’T buy this mobile,Extremely Negative
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Redmi 9 hhoo, 9, 9🤩, 9, changed mind","  Let’s make one thing clear immediately: the Xiaomi Redmi 9 is a phone with flaws, and it has a lot of them. On the other hand, it is one of the most affordable phones available anywhere right now, and it's hard to find a better phone at this price point.The screen is of barely acceptable quality, the camera is disappointing, and the performance is middling at best, and yet, the Redmi 9 counters these with its superb design, good feature set, long battery life, and finally, the biggest ace in its sleeve — the ultra-affordable pricing. Let that sink in — the Redmi 9 starts at less than 9000, This alone offsets all of the flaws that the phone has in store for us. Or does it? Let's look at the the many, many corners that have been cut to achieve this pricing🇩 🇪 🇸 🇮 🇬 🇳 Plastic is fantastic, especially on affordable phones, and the Redmi 9 once again proves that. The textured back of the Redmi 9 feels great in the hand and provides excellent grip when used naked, though I’d still recommend putting a case on. I actually quite like the textured back of the device, which not only helps with the grip, but also adds a certain ""cool"" factor to the device, and no, I have zero issues with the fact that I'm touching plastic. What’s more, plastic keeps the weight below 200 grams, which is admirable for such a large device with its humongous 5,020mAh battery. Don’t get me wrong, it’s still a big and heavy phone, but it doesn’t strike as such. Overall, the Redmi 9 is a joy to handle, despite its large dimensions.🇩 🇮 🇸 🇵 🇱 🇦 🇾 The display of the Redmi 9 is pretty average. Sure, it’s large and spacious with its 6.53-inch diagonal, and the resolution is more than sufficient, but it’s an LCD FHD+ display with bleak colors, low brightness, and disappointing contrast. The display is lackluster, and I didn’t enjoy it at all during my time with the phone. You will also have a hard time under bright sunlight, as it’s just not bright enough.🅱🅰🆃🆃🅴🆁🆈The battery backup, fortunately, is spectacular on the Redmi 9. With the phone's fairly efficient hardware, the large, 5,020mAh battery takes a long while to drain. You can rest assured it will last you for a long time; in my experience, two days of usage were guaranteed. In our custom battery tests, the phone lasted for a combined time of 10 hours and 14 minutes, which is one of the best results we've seen so far in 2020. Charging, however, is pretty slow — the 10W charger included in the box topped up the Redmi 9 in 168 minutes, or 2 hours and 48 minutes. That's slow, but then again, what else did you expect?🅲🅰🅼🅴🆁🅰There are three cameras on the Redmi 9: a 13MP main, an 8MP ultra-wide, a 5MP macro camera, and a 2MP depth sensor. You can also shoot at 2X, but don't get fooled, it's merely a digital zoom solution. There’s an 8MP selfie camera up front, and video quality tops up at 1080p at 30fps.",Positive
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Awesome,  Awesome,Extremely Positive
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Best in budget,  Best buy at this price! The display quality is amazing and I do not have any complaint with the camera too. There is no other phone available at this price which comes with 4GB ram. You should go ahead with this.,Extremely Positive
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Worst experience,"  Very bad experience from Amazon. Very bad camera quality of the phone. I want to return the phone, but amazon is not taking back the phone. I don't want to purchase any product from amazon further. Leaving amazon app permanently",Extremely Negative
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Think it before buy,  i didn't upload photo ....for any reason but it is not up to the mark .1.display 4/52.cam 3/53.fing sens.. 4.5/54.processor 3/55.build quality 3.75/5back panel is not good looking coz some self design as per my opinionin this price segment rs 9000 is good enough,Positive
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Value for money,  Good product value for money but ordering is too difficult within one minute soldout,Extremely Positive
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Everything is fine except camera which only works good in sun light,  This phone is not value for moneyIts a downgraded phone of earlier phone launched in india.The camera is worst i ever seen in any redmi phone.Battery is ok.The display quality is very bad not hd. Watching videos on YouTube feels like watching 3gp videos.Dot notch display is ok in lookwise but not good in quality.Sometimes 4gb ram feels like 2gb.I am very disappointed by the camera quality of this phone.12 megapixel feels like 2MP camera.Recently i am using redmi note 5 pro. And this phone is just downgraded phone by redmi .you cannot imagine low light photography in this phone.The back plastic body feels like a cheap phone.If you really need a phone there are many options in the market.If you are taking phone for the first and a beginner you can go for redmi 9 prime.,Extremely Negative
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Looking mobile best feature,  Good mobile,Extremely Positive
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",Average Buy,"  Processor is bit slow, camera is below average except that everthing works fine. I personally don't like MIUI because of lots of ads and bloatwares. But, good budget range phone if you ignore/adjust this issues.",Neutral
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage)| 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor",DONT BUY THIS MOBILE .,  Don’t buy this product .Image quality is below average comparing with the specification. Useless camera.And there is NO RETURN POLICY and replacing with same mobile is big headache .DON’T buy this mobile,Extremely Negative
